Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Macromolecule mediated bioinspired silica synthesis using a diol-modified silane precursor,Silicon Chemistry,,,,10.1007/s11201-005-3416-9,Siddharth V. PatwardhanChristina RaabNicola HüsingStephen J. Clarson,2005,https://link.springer.com/article/10.1007/s11201-005-3416-9,Article
Targeting Firm Births and Economic Regeneration in a Lagging Region,Small Business Economics,,,,10.1007/s11187-005-6454-y,Peter Johnson,2005,https://link.springer.com/article/10.1007/s11187-005-6454-y,Article
"Solutal configuration during coupled two-phase [α (Al) + θ-Al<sub>2</sub>Cu] planar univariant eutetic growth in Al-Cu-(Ag, Si) ternary eutetic alloys",Microgravity - Science and Technology,,,,10.1007/BF02945943,J. De WildeL. Froyen,2005,https://link.springer.com/article/10.1007/BF02945943,Article
The influence of vacuum annealing temperature on the fundamental absorption edge and structural relaxation of <i>a</i>-SiC:H films,Semiconductors,,,,10.1134/1.1923567,A. V. VasinA. V. RusavskyV. S. LysenkoA. N. NazarovV. I. KushnirenkoS. P. StarikV. G. Stepanov,2005,https://link.springer.com/article/10.1134/1.1923567,Article
The Natural Language of Random Processes,Explorations in Mathematical Physics,,,,10.1007/978-0-387-32793-8_3,,2006,https://link.springer.com/chapter/10.1007/978-0-387-32793-8_3,Chapter
Theory of light emission in sonoluminescence based upon&#xa0;transitions&#xa0;in&#xa0;confined atoms,"The European Physical Journal D - Atomic, Molecular, Optical and Plasma Physics",,,,10.1140/epjd/e2005-00052-6,L. FortunatoA. Torrielli,2005,https://link.springer.com/article/10.1140/epjd/e2005-00052-6,Article
Diffusion mobility of iron in hot-pressed technical-grade beryllium,Atomic Energy,,,,10.1007/s10512-005-0184-8,V. P. GladkovV. I. PetrovI. M. Rumyantsev,2005,https://link.springer.com/article/10.1007/s10512-005-0184-8,Article
"Time-dependent transport properties in quantum well with thin inserted
layer",The European Physical Journal B - Condensed Matter and Complex Systems,,,,10.1140/epjb/e2005-00171-x,Zhenhong DaiJun Ni,2005,https://link.springer.com/article/10.1140/epjb/e2005-00171-x,Article
Threat Model for Grid Security Services,Advances in Grid Computing - EGC 2005,,,,10.1007/11508380_107,Syed NaqviMichel Riguidel,2005,https://link.springer.com/chapter/10.1007/11508380_107,Conference paper
Strain gauges of GaSbFeGa<sub>1.3</sub> eutectic composites,Applied Physics A,,,,10.1007/s00339-004-2870-0,M.I. AliyevA.A. KhalilovaD.H. AraslyR.N. RahimovM. TanogluL. Ozyuzer,2004,https://link.springer.com/article/10.1007/s00339-004-2870-0,Article
Charged Representations of the Infinite Fermi and Clifford Algebras,Letters in Mathematical Physics,,,,10.1007/s11005-005-3455-3,E. GalinaA. KaplanL. Saal,2005,https://link.springer.com/article/10.1007/s11005-005-3455-3,Article
The ISPS Code and The Cost of Port Compliance: An Initial Logistics and Supply Chain Framework for Port Security Assessment and Management,Maritime Economics & Logistics,,,,10.1057/palgrave.mel.9100116,Khalid Bichou,2004,https://link.springer.com/article/10.1057/palgrave.mel.9100116,Article
Gold and silver in Cu-Zn massive sulphide deposits of the Urals,Mineral Deposit Research: Meeting the Global Challenge,,,,10.1007/3-540-27946-6_180,I. V. Vikentyev,2005,https://link.springer.com/chapter/10.1007/3-540-27946-6_180,Conference paper
Seven-Coordinate Cation [Zr(DMSO)<sub>4</sub> ClF<sub>2</sub>] + and the Isomerism of the Octahedral Adducts [Zr(DMSO)<sub>2</sub> F<sub>n</sub> Cl<sub>4-n</sub> ]: The Composition of the Coordination Sphere and the Coordination Number of Zirconium(IV),Doklady Chemistry,,,,10.1007/PL00021840,E. G. Il’inG. B. NikiforovG. G. Aleksandrov,2005,https://link.springer.com/article/10.1007/PL00021840,Article
Along the trail from Fraction I protein to Rubisco (ribulose bisphosphate carboxylase-oxygenase),Discoveries in Photosynthesis,,,,10.1007/1-4020-3324-9_74,Sam G. Wildman,2005,https://link.springer.com/chapter/10.1007/1-4020-3324-9_74,Chapter
Towards a Coherent Treatment of the Self-Consistency and the Environment-Dependency in a Semi-Empirical Hamiltonian for Materials Simulation,Handbook of Materials Modeling,,,,10.1007/978-1-4020-3286-8_181,S. Y. WuC. S. JayanthiC. LeahyM. Yu,2005,https://link.springer.com/chapter/10.1007/978-1-4020-3286-8_181,Chapter
Diffusion Barriers in Semiconductor Devices/Circuits,Diffusion Processes in Advanced Technological Materials,,,,10.1007/978-3-540-27470-4_5,Shyam P. Murarka,2005,https://link.springer.com/chapter/10.1007/978-3-540-27470-4_5,Chapter
αSPIN: A tool for abstract model checking,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-003-0122-9,María del Mar GallardoJesús MartínezPedro MerinoErnesto Pimentel,2004,https://link.springer.com/article/10.1007/s10009-003-0122-9,Article
Radiology of the Heart,Essential Cardiology,,,,10.1007/978-1-59259-918-9_11,Gautham P. ReddyRobert M. Steiner,2005,https://link.springer.com/chapter/10.1007/978-1-59259-918-9_11,Chapter
Creep failure model of a tempered martensitic stainless steel integrating multiple deformation and damage mechanisms,International Journal of Fracture,,,,10.1007/s10704-005-2528-8,V. GaffardJ. BessonA. F. Gourgues-Lorenzon,2005,https://link.springer.com/article/10.1007/s10704-005-2528-8,Article
Cardiac MRI Physics,Clinical Cardiac MRI,,,,10.1007/3-540-26997-5_1,Steven DymarkowskiHilde Bosmans,2005,https://link.springer.com/chapter/10.1007/3-540-26997-5_1,Chapter
Integrating Formal Verification with Murφ of Distributed Cache Coherence Protocols in FAME Multiprocessor System Design,Formal Techniques for Networked and Distributed Systems – FORTE 2004,,,,10.1007/978-3-540-30232-2_16,Ghassan Chehaibar,2004,https://link.springer.com/chapter/10.1007/978-3-540-30232-2_16,Conference paper
Myocardial Perfusion,Clinical Cardiac MRI,,,,10.1007/3-540-26997-5_7,Nidal Al-SaadiJan Bogaert,2005,https://link.springer.com/chapter/10.1007/3-540-26997-5_7,Chapter
Political Exchange and Party Organisation,Modernising the Labour Party,,,,10.1057/9780230504912_2,Thomas Quinn,2005,https://link.springer.com/chapter/10.1057/9780230504912_2,Chapter
Imaging Angiogenesis,Angiogenesis and Direct Myocardial Revascularization,,,,10.1007/978-1-59259-934-9_6,Justin D. Pearlman,2005,https://link.springer.com/chapter/10.1007/978-1-59259-934-9_6,Chapter
Deutsch — Englisch,Wörterbuch Labor,,,,10.1007/3-540-26216-4_1,,2005,https://link.springer.com/chapter/10.1007/3-540-26216-4_1,Chapter
Distributed Network Systems: Current Development,Distributed Network Systems,,,,10.1007/0-387-23840-9_15,,2005,https://link.springer.com/chapter/10.1007/0-387-23840-9_15,Chapter
Surface exposure of phosphatidylserine in pathological cells,Cellular and Molecular Life Sciences CMLS,,,,10.1007/s00018-005-4527-3,R. F. A. ZwaalP. ComfuriusE. M. Bevers,2005,https://link.springer.com/article/10.1007/s00018-005-4527-3,Article
Approximating Anatomical Brain Connectivity with Diffusion Tensor MRI Using Kernel-Based Diffusion Simulations,Information Processing in Medical Imaging,,,,10.1007/11505730_6,Jun ZhangNing KangStephen E. Rose,2005,https://link.springer.com/chapter/10.1007/11505730_6,Conference paper
Assessment of Subconjunctival Delivery with Model Ionic Permeants and Magnetic Resonance Imaging,Pharmaceutical Research,,,,10.1007/s11095-004-7669-3,S. Kevin LiSarah A. MolokhiaEun-Kee Jeong,2004,https://link.springer.com/article/10.1007/s11095-004-7669-3,Article
Dilatometric analysis on phase transformations of intercritical annealing of Fe−Mn−Si and Fe−Mn−Si−Cu low carbon TRIP steels,Metals and Materials International,,,,10.1007/BF03027339,Chang-Seok OhHeung Nam HanChang Gil LeeTae-Ho LeeSung-Joon Kim,2004,https://link.springer.com/article/10.1007/BF03027339,Article
"Heat- and wear-resistant composite materials and coatings based on AIN-TiB<sub>2</sub>
",Refractories and Industrial Ceramics,,,,10.1007/s11148-005-0015-4,O. N. Grigor’evI. A. PodchernyaevaA. D. PanasyukV. V. Varyukhno,2004,https://link.springer.com/article/10.1007/s11148-005-0015-4,Article
Spin-1/2 Maxwell Fields,Foundations of Physics,,,,10.1023/B:FOOP.0000022188.90097.10,Rollin S. Armour Jr.,2004,https://link.springer.com/article/10.1023/B:FOOP.0000022188.90097.10,Article
Comments on process of duplex coatings on aluminum alloys,Journal of Central South University of Technology,,,,10.1007/s11771-004-0049-7,Samir H. A.Qian Han-chengXia Bo-caiWu Shi-ming,2004,https://link.springer.com/article/10.1007/s11771-004-0049-7,Article
Designing TCR for Cancer Immunotherapy,Adoptive Immunotherapy: Methods and Protocols,,,,10.1385/1-59259-862-5:229,Ralf-Holger VossJürgen KuballMatthias Theobald,2005,https://link.springer.com/chapter/10.1385/1-59259-862-5:229,Protocol
Lutetium complexes with tetraphenylethylene dianion. Synthesis and structure,Russian Chemical Bulletin,,,,10.1007/s11172-005-0089-7,D. M. RoitershteinM. E. MinyaevK. A. LyssenkoP. A. BelyakovM. Yu. Antipin,2004,https://link.springer.com/article/10.1007/s11172-005-0089-7,Article
Monopolar optical orientation of electron spins in bulk semiconductors and heterostructures,Journal of Experimental and Theoretical Physics,,,,10.1134/1.1800195,E. L. IvchenkoS. A. Tarasenko,2004,https://link.springer.com/article/10.1134/1.1800195,Article
Structure and electronic properties of antimony films on the Mo(110) surface,Physics of the Solid State,,,,10.1134/1.1809436,D. A. GorodetskyYu. P. Mel’nikD. P. ProskurinV. A. Usenko,2004,https://link.springer.com/article/10.1134/1.1809436,Article
Laser Cooling and Trapping of Neutral Atoms to Ultralow Temperatures,Frontiers of Optical Spectroscopy,,,,10.1007/1-4020-2751-6_12,Kristian Helmerson,2005,https://link.springer.com/chapter/10.1007/1-4020-2751-6_12,Conference paper
Density Profiles of an Electrochromically Colored Material and Percolation in Glasses and Films,Glass Physics and Chemistry,,,,10.1023/B:GPAC.0000045918.27271.c1,S. L. KraevskiiV. F. Solinov,2004,https://link.springer.com/article/10.1023/B:GPAC.0000045918.27271.c1,Article
WTO Dispute Settlement in Action: An Economic Analysis of Four EU-US Mini Trade Wars,WTO and World Trade,,,,10.1007/3-7908-1630-2_25,Fritz Breuss,2005,https://link.springer.com/chapter/10.1007/3-7908-1630-2_25,Chapter
Wednesday posters,Journal of the American Society for Mass Spectrometry,,,,10.1016/j.jasms.2005.03.046,,2005,https://link.springer.com/article/10.1016/j.jasms.2005.03.046,Article
Criticality of Ionic Liquids in Solution,Ionic Soft Matter: Modern Trends in Theory and Applications,,,,10.1007/1-4020-3659-0_6,W. Schröer,2005,https://link.springer.com/chapter/10.1007/1-4020-3659-0_6,Conference paper
Formal Verification of a Complex Pipelined Processor,Formal Methods in System Design,,,,10.1023/A:1024716316140,Ravi HosabettuGanesh GopalakrishnanMandayam Srivas,2003,https://link.springer.com/article/10.1023/A:1024716316140,Article
From margins to mainstream,The Inclusive Society?,,,,10.1057/9780230511552_11,Ruth Levitas,2005,https://link.springer.com/chapter/10.1057/9780230511552_11,Chapter
Orbit and Ground Track of a Satellite,Satellites,,,,10.1007/2-287-27469-3_5,,2005,https://link.springer.com/chapter/10.1007/2-287-27469-3_5,Chapter
A behavioral analysis and verification approach to pattern-based design composition,Software and Systems Modeling,,,,10.1007/s10270-004-0056-z,Jing DongPaulo S.C. AlencarDonald D. Cowan,2004,https://link.springer.com/article/10.1007/s10270-004-0056-z,Article
Effect of saturation parameters on the interaction of titanium alloys with carbon-nitrogen-containing media,Materials Science,,,,10.1007/s11003-005-0047-4,O. I. Yas’kivI. M. PohrelyukV. M. FedirkoI. V. Dyuh,2004,https://link.springer.com/article/10.1007/s11003-005-0047-4,Article
Effect of saturation parameters on the interaction of titanium alloys with carbon-nitrogen-containing media,Materials Science,,,,10.1007/PL00022003,O. I. Yas’kivI. M. PohrelyukV. M. FedirkoI. V. Dyuh,2004,https://link.springer.com/article/10.1007/PL00022003,Article
A Clash of Two Cultures: Presidio La Bahía on the Texas Coast as a Deterrent to French Incursion,Historical Archaeology,,,,10.1007/BF03376655,James E. BrusethJeffrey J. DurstTiffany OsburnKathleen GilmoreKay HindesNancy ReeseBarbara MeissnerMike Davis,2004,https://link.springer.com/article/10.1007/BF03376655,Article
Dynamic Intramolecular Rearrangements with Proton Transfer in Methanimine Oxide,Russian Journal of Organic Chemistry,,,,10.1023/B:RUJO.0000044547.70022.ee,R. M. AminovaE. A. Ermakova,2004,https://link.springer.com/article/10.1023/B:RUJO.0000044547.70022.ee,Article
Resorcinol Based Polymers,Resorcinol,,,,10.1007/3-540-28090-1_7,,2005,https://link.springer.com/chapter/10.1007/3-540-28090-1_7,Chapter
Faceted solidification morphologies in low-growth-rate Al-Si eutectics,JOM,,,,10.1007/s11837-004-0067-9,R. E. NapolitanoH. MecoC. Jung,2004,https://link.springer.com/article/10.1007/s11837-004-0067-9,Article
"Abstracts for Oral Presentations, Introduction to Cardiac MR/CT Imaging - Clinical Aspects",The International Journal of Cardiovascular Imaging,,,,10.1023/B:CAIM.0000043316.10580.db,,2004,https://link.springer.com/article/10.1023/B:CAIM.0000043316.10580.db,Article
Using Fairness to Make Abstractions Work,Model Checking Software,,,,10.1007/978-3-540-24732-6_15,Dragan BošnačkiNatalia IoustinovaNatalia Sidorova,2004,https://link.springer.com/chapter/10.1007/978-3-540-24732-6_15,Conference paper
"Serum Iron Concentrations, Lipid Peroxidation and Superoxide Dismutase Activity in Turkish Iron Miners",Environmental Geochemistry and Health,,,,10.1023/B:EGAH.0000020894.69685.62,Ferah ArmutcuAhmet GurelAhmet Aker,2004,https://link.springer.com/article/10.1023/B:EGAH.0000020894.69685.62,Article
"
Regional Differences in the Carbon Source-Sink Potential of Natural Vegetation in the U.S.A.
",Environmental Management,,,,10.1007/s00267-003-9115-4,Dominique BacheletRonald P. NeilsonJames M. LenihanRaymond J. Drapek,2004,https://link.springer.com/article/10.1007/s00267-003-9115-4,Article
A Finite Element Model for Rutherford Cable in Superconductive Magnets,Scientific Computing in Electrical Engineering,,,,10.1007/978-3-642-55872-6_17,Herbert De GersemThomas Weiland,2004,https://link.springer.com/chapter/10.1007/978-3-642-55872-6_17,Conference paper
Al-Be-Cu (Aluminium - Beryllium - Copper),Light Metal Systems. Part 1,,,,10.1007/10915943_11,,2004,https://link.springer.com/chapter/10.1007/10915943_11,Chapter
Al-Cr-Ni (Aluminium - Chromium - Nickel),Light Metal Systems. Part 1,,,,10.1007/10915943_33,,2004,https://link.springer.com/chapter/10.1007/10915943_33,Chapter
Al-Cr-Fe (Aluminium - Chromium - Iron),Light Metal Systems. Part 1,,,,10.1007/10915943_30,,2004,https://link.springer.com/chapter/10.1007/10915943_30,Chapter
Al-Co-Fe (Aluminium - Cobalt - Iron),Light Metal Systems. Part 1,,,,10.1007/10915943_22,,2004,https://link.springer.com/chapter/10.1007/10915943_22,Chapter
Dual Role of Superoxide Radicals in the Chilling-Induced photoinhibition in Maize Seedlings,Photosynthetica,,,,10.1023/B:PHOT.0000040583.78295.f7,D. KeG. SunY. Jiang,2004,https://link.springer.com/article/10.1023/B:PHOT.0000040583.78295.f7,Article
Al-Cr-Nb (Aluminium - Chromium - Niobium),Light Metal Systems. Part 1,,,,10.1007/10915943_32,,2004,https://link.springer.com/chapter/10.1007/10915943_32,Chapter
Ag-Al-Mg (Silver - Aluminium - Magnesium),Light Metal Systems. Part 1,,,,10.1007/10915943_3,,2004,https://link.springer.com/chapter/10.1007/10915943_3,Chapter
Al-B-N (Aluminium - Boron - Nitrogen),Light Metal Systems. Part 1,,,,10.1007/10915943_8,,2004,https://link.springer.com/chapter/10.1007/10915943_8,Chapter
Al-Co-Mn (Aluminium - Cobalt - Manganese),Light Metal Systems. Part 1,,,,10.1007/10915943_25,,2004,https://link.springer.com/chapter/10.1007/10915943_25,Chapter
Al-Cr-Cu (Aluminium - Chromium - Copper),Light Metal Systems. Part 1,,,,10.1007/10915943_29,,2004,https://link.springer.com/chapter/10.1007/10915943_29,Chapter
Al-Cd-Mg (Aluminium - Cadmium - Magnesium),Light Metal Systems. Part 1,,,,10.1007/10915943_18,,2004,https://link.springer.com/chapter/10.1007/10915943_18,Chapter
A survey of life sciences applications on the grid,New Generation Computing,,,,10.1007/BF03040950,Arun Krishnan,2004,https://link.springer.com/article/10.1007/BF03040950,Article
Ag-Al-Cu (Silver - Aluminium - Copper),Light Metal Systems. Part 1,,,,10.1007/10915943_2,,2004,https://link.springer.com/chapter/10.1007/10915943_2,Chapter
Dynamic Verification of Cache Coherence Protocols,High Performance Memory Systems,,,,10.1007/978-1-4419-8987-1_3,Jason F. CantinMikko H. LipastiJames E. Smith,2004,https://link.springer.com/chapter/10.1007/978-1-4419-8987-1_3,Chapter
Al-B-C (Aluminium - Boron - Carbon),Light Metal Systems. Part 1,,,,10.1007/10915943_6,,2004,https://link.springer.com/chapter/10.1007/10915943_6,Chapter
Al-B-Mg (Aluminium - Boron - Magnesium),Light Metal Systems. Part 1,,,,10.1007/10915943_7,,2004,https://link.springer.com/chapter/10.1007/10915943_7,Chapter
Al-Cu-Er (Aluminium - Copper - Erbium),Light Metal Systems. Part 1,,,,10.1007/10915943_37,,2004,https://link.springer.com/chapter/10.1007/10915943_37,Chapter
Small-world network effect in competing Glauber- and Kawasaki-type dynamics,The European Physical Journal B - Condensed Matter and Complex Systems,,,,10.1140/epjb/e2004-00010-8,J.-Y. ZhuW. LiuH. Zhu,2003,https://link.springer.com/article/10.1140/epjb/e2004-00010-8,Article
Changes in local magnetic fields on <sup>57</sup>Fe nuclei in BaFe<sub>12</sub>O<sub>19</sub> with temperature variations,Physics of the Solid State,,,,10.1134/1.1626754,A. A. BezlepkinS. P. Kuntsevich,2003,https://link.springer.com/article/10.1134/1.1626754,Article
Assessment of myocardial ischemia and viability using cardiac magnetic resonance,Current Cardiology Reports,,,,10.1007/s11886-004-0066-z,Javier SanzTeresa RiusPaola KuschnirRafael Salguero BodesMichael Poon,2004,https://link.springer.com/article/10.1007/s11886-004-0066-z,Article
Size Effects In Ferroelectric Film Capacitors: Role of The Film Thickness and Capacitor Size,Nanoscale Phenomena in Ferroelectric Thin Films,,,,10.1007/978-1-4419-9044-0_2,Igor Stolichnov,2004,https://link.springer.com/chapter/10.1007/978-1-4419-9044-0_2,Chapter
"Lakebed Pockmarks in Burlington Bay, Lake Champlain: I. Hydrodynamics and Implications of Origin",Lake Champlain: Partnerships and Research in the New Millennium,,,,10.1007/978-1-4757-4080-6_17,Patricia L. ManleyT. O. ManleyMary C. WatzinJosh Gutierrez,2004,https://link.springer.com/chapter/10.1007/978-1-4757-4080-6_17,Conference paper
Lipid phase behavior and stabilization of domains in membranes of platelets,Cell Biochemistry and Biophysics,,,,10.1385/CBB:40:2:123,Chad LeidyKarine GoussetJosette RickerWillem F. WolkersNelly M. TsvetkovaFern TablinJohn H. Crowe,2004,https://link.springer.com/article/10.1385/CBB:40:2:123,Article
The Alchemy of Intelligent IT (iIT): A Blueprint for Future Information Technology,Intelligent Technologies for Information Analysis,,,,10.1007/978-3-662-07952-2_1,Ning ZhongJiming Liu,2004,https://link.springer.com/chapter/10.1007/978-3-662-07952-2_1,Chapter
Displaying Data on a Page,Beginning ASP.NET 1.1 Databases: From Novice to Professional,,,,10.1007/978-1-4302-0742-9_7,Damien FoggonDaniel Maharry,2004,https://link.springer.com/chapter/10.1007/978-1-4302-0742-9_7,Chapter
A rotating collapsar and possible interpretation of the LSD neutrino signal from SN 1987A,Astronomy Letters,,,,10.1134/1.1647473,V. S. ImshennikO. G. Ryazhskaya,2004,https://link.springer.com/article/10.1134/1.1647473,Article
Membrane Receptor Mapping: The Membrane Topography of FcεRI Signaling,Membrane Dynamics and Domains,,,,10.1007/978-1-4757-5806-1_1,Janet M. OliverJanet R. PfeifferZurab SurviladzeStanly L. SteinbergKarin LeidermanMargaret L. SandersCarla WofsyJun ZhangHong You FanNicholas AndrewsScott BungeTimothy J. BoylePaul KotulaBridget S. Wilson,2004,https://link.springer.com/chapter/10.1007/978-1-4757-5806-1_1,Chapter
Dopants,"Intrinsic Point Defects, Impurities, and Their Diffusion in Silicon",,,,10.1007/978-3-7091-0597-9_5,Peter Pichler,2004,https://link.springer.com/chapter/10.1007/978-3-7091-0597-9_5,Chapter
Intellect: China’s Complex Pluralism,T’ang China,,,,10.1057/9780230005518_5,S. A. M. Adshead,2004,https://link.springer.com/chapter/10.1057/9780230005518_5,Chapter
Tectonics and the Rotation of the Earth and Terrestrial Planets,Global Dynamics of the Earth,,,,10.1007/978-94-017-1709-0_7,Roberto SabadiniBert Vermeersen,2004,https://link.springer.com/chapter/10.1007/978-94-017-1709-0_7,Chapter
Sea Change: Historicizing the Scholarly Study of Black British Writing,Black British Writing,,,,10.1057/9781403981134_3,R. Victoria Arana,2004,https://link.springer.com/chapter/10.1057/9781403981134_3,Chapter
Demystifying generalized parton distributions,The European Physical Journal C - Particles and Fields,,,,10.1140/epjc/s2003-01331-1,A. Freund,2003,https://link.springer.com/article/10.1140/epjc/s2003-01331-1,Article
Spin-selective low temperature spectroscopy on single molecules with a triplet-triplet optical transition: Application to the NV defect center in diamond,Optics and Spectroscopy,,,,10.1134/1.1586735,A. P. NizovtsevS. Ya. KilinF. JelezkoI. PopaA. GruberC. TietzJ. Wrachtrup,2003,https://link.springer.com/article/10.1134/1.1586735,Article
Effect of acidification on spectral parameters of solutions of mixed-ligand cyclometalated Pt(II) and Pd(II) complexes,Optics and Spectroscopy,,,,10.1134/1.1595212,M. V. PuzykYu. A. IvanovK. P. Balashev,2003,https://link.springer.com/article/10.1134/1.1595212,Article
V,StarBriefs Plus,,,,10.1007/978-0-306-48603-6_22,André Heck,2004,https://link.springer.com/chapter/10.1007/978-0-306-48603-6_22,Chapter
Mass transfer in a stress field associated with bending of a bar,Doklady Physics,,,,10.1134/1.1606762,N. M. VlasovI. I. Fedik,2003,https://link.springer.com/article/10.1134/1.1606762,Article
Selective Extraction and Separation of Thorium from Monazite Using N-Phenylbenzo-18-crown-6-hydroxamic Acid,Microchimica Acta,,,,10.1007/s00604-003-0025-1,Yadvendra K. AgrawalShailesh B. Vora,2003,https://link.springer.com/article/10.1007/s00604-003-0025-1,Article
I,StarBriefs Plus,,,,10.1007/978-0-306-48603-6_9,André Heck,2004,https://link.springer.com/chapter/10.1007/978-0-306-48603-6_9,Chapter
Poster Session III,Neuropsychopharmacology,,,,10.1038/sj.npp.1300648,,2004,https://link.springer.com/article/10.1038/sj.npp.1300648,Article
P,StarBriefs Plus,,,,10.1007/978-0-306-48603-6_16,André Heck,2004,https://link.springer.com/chapter/10.1007/978-0-306-48603-6_16,Chapter
Luminescence of water-soluble rh(III) porphyrins,Optics and Spectroscopy,,,,10.1134/1.1595208,V. V. Vasil’evS. M. BorisovI. V. Golovina,2003,https://link.springer.com/article/10.1134/1.1595208,Article
Deploying Your Applications,"Enterprise Development with Visual Studio .NET, UML, and MSF",,,,10.1007/978-1-4302-0696-5_15,John Erik HansenCarsten Thomsen,2004,https://link.springer.com/chapter/10.1007/978-1-4302-0696-5_15,Chapter
U,Wörterbuch Maschinenbau und Tribologie / Dictionary Machine Engineering and Tribology,,,,10.1007/978-3-642-18962-3_21,Fritz Wunsch,2004,https://link.springer.com/chapter/10.1007/978-3-642-18962-3_21,Chapter
Long-distance electron tunneling in proteins,Theoretical Chemistry Accounts,,,,10.1007/s00214-003-0462-2,Alexei A. Stuchebrukhov,2003,https://link.springer.com/article/10.1007/s00214-003-0462-2,Article
Diffusion-Thermal Methods for Recovering Radionuclides from Solid Reactor and Cyclotron Targets: An Outlook,Radiochemistry,,,,10.1023/A:1026246923787,I. E. Alekseev,2003,https://link.springer.com/article/10.1023/A:1026246923787,Article
Mirror nesting of the Fermi contour and zero line of the superconducting order parameter,Journal of Experimental and Theoretical Physics,,,,10.1134/1.1633960,V. I. BelyavskyYu. V. KopaevV. M. SofronovS. V. Shevtsov,2003,https://link.springer.com/article/10.1134/1.1633960,Article
E,StarBriefs Plus,,,,10.1007/978-0-306-48603-6_5,André Heck,2004,https://link.springer.com/chapter/10.1007/978-0-306-48603-6_5,Chapter
X-ray photoelectron spectroscopy and X-ray electron-microprobe analysis of single crystals based on bismuth telluride,Semiconductors,,,,10.1134/1.1582527,I. V. GasenkovaV. A. ChubarenkoE. A. TyavlovskayaT. E. Svechnikova,2003,https://link.springer.com/article/10.1134/1.1582527,Article
"Long-term investigations on the water budget quantities predicted by the hydro-thermodynamic soil vegetation scheme (HTSVS) – Part II: Evaluation, sensitivity, and uncertainty",Meteorology and Atmospheric Physics,,,,10.1007/s00703-002-0596-0,N. MöldersU. HaferkornJ. DöringG. Kramm,2003,https://link.springer.com/article/10.1007/s00703-002-0596-0,Article
"Group-IV nanocluster formation by ion-beam synthesis
",Applied Physics A,,,,10.1007/s00339-002-1947-x,W. SkorupaL. RebohleT. Gebel,2003,https://link.springer.com/article/10.1007/s00339-002-1947-x,Article
Knowledge base grid: A generic grid architecture for semantic web,Journal of Computer Science and Technology,,,,10.1007/BF02948920,ZhaoHui WuHuaJun ChenJieFeng Xu,2003,https://link.springer.com/article/10.1007/BF02948920,Article
An atomistic study of solid/liquid interfaces and phase equilibrium in binary systems,Metallurgical and Materials Transactions A,,,,10.1007/s11661-003-0079-z,M. I. BaskesM. Stan,2003,https://link.springer.com/article/10.1007/s11661-003-0079-z,Article
Electroluminescence Behavior of ZnS:Mn<sup>2+</sup> Crystals,Inorganic Materials,,,,10.1023/A:1022661121438,M. F. BulanyiA. V. KovalenkoB. A. Polezhaev,2003,https://link.springer.com/article/10.1023/A:1022661121438,Article
Behavior of dislocations in silicon in the presence of mechanical and magnetic perturbations,Journal of Experimental and Theoretical Physics,,,,10.1134/1.1567426,A. M. OrlovA. A. SkvortsovA. A. Solov’ev,2003,https://link.springer.com/article/10.1134/1.1567426,Article
Investigation of the physical properties of semiconductor nanostructures using samples with laterally nonuniform layers: 1. Photoluminescence,Semiconductors,,,,10.1134/1.1561527,Yu. V. Khabarov,2003,https://link.springer.com/article/10.1134/1.1561527,Article
Explosive chemistry: Simulating the chemistry of energetic materials at extreme conditions,Journal of Computer-Aided Materials Design,,,,10.1023/B:JCAD.0000036812.64349.15,M. Riad ManaaLaurence E. FriedEvan J. Reed,2003,https://link.springer.com/article/10.1023/B:JCAD.0000036812.64349.15,Article
Reasoning about Infinite State Systems Using Boolean Methods,FST TCS 2003: Foundations of Software Technology and Theoretical Computer Science,,,,10.1007/978-3-540-24597-1_34,Randal E. Bryant,2003,https://link.springer.com/chapter/10.1007/978-3-540-24597-1_34,Conference paper
Elaboration of ZnO Thin Films with Preferential Orientation by a Soft Chemistry Route,Journal of Sol-Gel Science and Technology,,,,10.1023/A:1020795515478,L. ZnaidiG.J.A.A. Soler IlliaR. Le GuennicC. SanchezA. Kanaev,2003,https://link.springer.com/article/10.1023/A:1020795515478,Article
Effects of membrane lipids on ion channel structure and function,Cell Biochemistry and Biophysics,,,,10.1385/CBB:38:2:161,Tommy S. TillmanMichael Cascio,2003,https://link.springer.com/article/10.1385/CBB:38:2:161,Article
Abstraction as the Key for Invariant Verification,Verification: Theory and Practice,,,,10.1007/978-3-540-39910-0_4,Saddek BensalemSusanne GrafYassine Lakhnech,2003,https://link.springer.com/chapter/10.1007/978-3-540-39910-0_4,Chapter
Debates in local economic development policy and practice,Urban Forum,,,,10.1007/s12132-003-0008-7,Patrick Bond,2003,https://link.springer.com/article/10.1007/s12132-003-0008-7,Article
3D Characterization of Molecular Photo-Orientation: Application to All-Optical Poling,Organic Nanophotonics,,,,10.1007/978-94-010-0103-8_33,Ngan Nguyen Thi KimMichel Dumont,2003,https://link.springer.com/chapter/10.1007/978-94-010-0103-8_33,Chapter
On the projective geometry of rational homogeneous varieties,Commentarii Mathematici Helvetici,,,,10.1007/s000140300003,J.M. LandsbergL. Manivel,2003,https://link.springer.com/article/10.1007/s000140300003,Article
